,question_id,triage_zone,model,syntax,prompt_type,correct_answer
1938,24,Red,Mixtral,neutral,utilitarianism,True
1939,25,Yellow,Mixtral,neutral,utilitarianism,True
1940,26,Yellow,Mixtral,neutral,utilitarianism,True
1941,27,Black,Mixtral,neutral,utilitarianism,True
1942,28,Red,Mixtral,neutral,utilitarianism,False
1943,29,Red,Mixtral,neutral,utilitarianism,False
1944,30,Green,Mixtral,neutral,utilitarianism,True
1945,31,Green,Mixtral,neutral,utilitarianism,False
1946,32,Red,Mixtral,neutral,utilitarianism,False
1947,33,Red,Mixtral,neutral,utilitarianism,True
1948,34,Yellow,Mixtral,neutral,utilitarianism,True
1949,35,Red,Mixtral,neutral,utilitarianism,True
1950,36,Red,Mixtral,neutral,utilitarianism,False
1951,37,Red,Mixtral,neutral,utilitarianism,True
1952,38,Green,Mixtral,neutral,utilitarianism,False
1953,39,Yellow,Mixtral,neutral,utilitarianism,False
1954,40,Green,Mixtral,neutral,utilitarianism,True
1955,41,Green,Mixtral,neutral,utilitarianism,False
1956,42,Green,Mixtral,neutral,utilitarianism,False
1957,43,Green,Mixtral,neutral,utilitarianism,False
1958,44,Green,Mixtral,neutral,utilitarianism,True
1959,45,Green,Mixtral,neutral,utilitarianism,True
1960,46,Red,Mixtral,neutral,utilitarianism,False
1961,47,Red,Mixtral,neutral,utilitarianism,True
1962,48,Red,Mixtral,neutral,utilitarianism,False
1963,49,Red,Mixtral,neutral,utilitarianism,False
1964,50,Yellow,Mixtral,neutral,utilitarianism,False
1965,51,Green,Mixtral,neutral,utilitarianism,True
1966,52,Black,Mixtral,neutral,utilitarianism,True
1967,53,Red,Mixtral,neutral,utilitarianism,True
1968,54,Red,Mixtral,neutral,utilitarianism,False
1969,55,Green,Mixtral,neutral,utilitarianism,True
1970,56,Green,Mixtral,neutral,utilitarianism,False
1971,57,Black,Mixtral,neutral,utilitarianism,False
1972,58,Red,Mixtral,neutral,utilitarianism,False
1973,59,Yellow,Mixtral,neutral,utilitarianism,True
1974,60,Black,Mixtral,neutral,utilitarianism,True
1975,61,Green,Mixtral,neutral,utilitarianism,False
1976,62,Red,Mixtral,neutral,utilitarianism,True
1977,63,Yellow,Mixtral,neutral,utilitarianism,False
1978,64,Yellow,Mixtral,neutral,utilitarianism,True
1979,65,Red,Mixtral,neutral,utilitarianism,False
1980,66,Red,Mixtral,neutral,utilitarianism,True
1981,67,Yellow,Mixtral,neutral,utilitarianism,True
1982,68,Red,Mixtral,neutral,utilitarianism,False
1983,69,Yellow,Mixtral,neutral,utilitarianism,False
1984,70,Red,Mixtral,neutral,utilitarianism,False
1985,71,Yellow,Mixtral,neutral,utilitarianism,False
1986,72,Black,Mixtral,neutral,utilitarianism,False
1987,73,Red,Mixtral,neutral,utilitarianism,True
1988,74,Red,Mixtral,neutral,utilitarianism,True
1989,75,Yellow,Mixtral,neutral,utilitarianism,True
1990,76,Yellow,Mixtral,neutral,utilitarianism,True
1991,77,Yellow,Mixtral,neutral,utilitarianism,True
1992,78,Green,Mixtral,neutral,utilitarianism,False
1993,79,Black,Mixtral,neutral,utilitarianism,True
1994,80,Yellow,Mixtral,neutral,utilitarianism,True
1995,81,Green,Mixtral,neutral,utilitarianism,True
1996,82,Green,Mixtral,neutral,utilitarianism,False
1997,83,Red,Mixtral,neutral,utilitarianism,True
1998,84,Green,Mixtral,neutral,utilitarianism,True
1999,85,Red,Mixtral,neutral,utilitarianism,False
2000,86,Yellow,Mixtral,neutral,utilitarianism,True
2001,0,Green,Mixtral,neutral,deontology,False
2002,1,Red,Mixtral,neutral,deontology,False
2003,2,Red,Mixtral,neutral,deontology,True
2004,3,Green,Mixtral,neutral,deontology,False
2005,4,Red,Mixtral,neutral,deontology,True
2006,5,Yellow,Mixtral,neutral,deontology,False
2007,6,Yellow,Mixtral,neutral,deontology,True
2008,7,Red,Mixtral,neutral,deontology,True
2009,8,Red,Mixtral,neutral,deontology,True
2010,9,Green,Mixtral,neutral,deontology,True
2011,10,Yellow,Mixtral,neutral,deontology,False
2012,11,Green,Mixtral,neutral,deontology,False
2013,12,Yellow,Mixtral,neutral,deontology,True
2014,13,Green,Mixtral,neutral,deontology,False
2015,14,Green,Mixtral,neutral,deontology,False
2016,15,Green,Mixtral,neutral,deontology,False
2017,16,Red,Mixtral,neutral,deontology,True
2018,17,Black,Mixtral,neutral,deontology,False
2019,18,Green,Mixtral,neutral,deontology,False
2020,19,Yellow,Mixtral,neutral,deontology,True
2021,20,Red,Mixtral,neutral,deontology,True
2022,21,Yellow,Mixtral,neutral,deontology,True
2023,22,Red,Mixtral,neutral,deontology,True
2024,23,Red,Mixtral,neutral,deontology,True
2025,24,Red,Mixtral,neutral,deontology,True
2026,25,Yellow,Mixtral,neutral,deontology,False
2027,26,Yellow,Mixtral,neutral,deontology,True
2028,27,Black,Mixtral,neutral,deontology,True
2029,28,Red,Mixtral,neutral,deontology,False
2030,29,Red,Mixtral,neutral,deontology,False
2031,30,Green,Mixtral,neutral,deontology,True
2032,31,Green,Mixtral,neutral,deontology,True
2033,32,Red,Mixtral,neutral,deontology,False
2034,33,Red,Mixtral,neutral,deontology,False
2035,34,Yellow,Mixtral,neutral,deontology,True
2036,35,Red,Mixtral,neutral,deontology,True
2037,36,Red,Mixtral,neutral,deontology,False
2038,37,Red,Mixtral,neutral,deontology,False
2039,38,Green,Mixtral,neutral,deontology,True
2040,39,Yellow,Mixtral,neutral,deontology,False
2041,40,Green,Mixtral,neutral,deontology,True
2042,41,Green,Mixtral,neutral,deontology,False
2043,42,Green,Mixtral,neutral,deontology,False
2044,43,Green,Mixtral,neutral,deontology,False
2045,44,Green,Mixtral,neutral,deontology,True
2046,45,Green,Mixtral,neutral,deontology,False
2047,46,Red,Mixtral,neutral,deontology,True
2048,47,Red,Mixtral,neutral,deontology,True
2049,48,Red,Mixtral,neutral,deontology,False
2050,49,Red,Mixtral,neutral,deontology,False
2051,50,Yellow,Mixtral,neutral,deontology,True
2052,51,Green,Mixtral,neutral,deontology,True
2053,52,Black,Mixtral,neutral,deontology,True
2054,53,Red,Mixtral,neutral,deontology,True
2055,54,Red,Mixtral,neutral,deontology,True
2056,55,Green,Mixtral,neutral,deontology,True
2057,56,Green,Mixtral,neutral,deontology,False
2058,57,Black,Mixtral,neutral,deontology,False
2059,58,Red,Mixtral,neutral,deontology,False
2060,59,Yellow,Mixtral,neutral,deontology,True
2061,60,Black,Mixtral,neutral,deontology,True
2062,61,Green,Mixtral,neutral,deontology,False
2063,62,Red,Mixtral,neutral,deontology,True
2064,63,Yellow,Mixtral,neutral,deontology,False
2065,64,Yellow,Mixtral,neutral,deontology,True
2066,65,Red,Mixtral,neutral,deontology,True
2067,66,Red,Mixtral,neutral,deontology,False
2068,67,Yellow,Mixtral,neutral,deontology,True
2069,68,Red,Mixtral,neutral,deontology,True
2070,69,Yellow,Mixtral,neutral,deontology,False
2071,70,Red,Mixtral,neutral,deontology,False
2072,71,Yellow,Mixtral,neutral,deontology,False
2073,72,Black,Mixtral,neutral,deontology,False
2074,73,Red,Mixtral,neutral,deontology,True
2075,74,Red,Mixtral,neutral,deontology,True
2076,75,Yellow,Mixtral,neutral,deontology,False
2077,76,Yellow,Mixtral,neutral,deontology,True
2078,77,Yellow,Mixtral,neutral,deontology,False
2079,78,Green,Mixtral,neutral,deontology,False
2080,79,Black,Mixtral,neutral,deontology,True
2081,80,Yellow,Mixtral,neutral,deontology,True
2082,81,Green,Mixtral,neutral,deontology,True
2083,82,Green,Mixtral,neutral,deontology,False
2084,83,Red,Mixtral,neutral,deontology,True
2085,84,Green,Mixtral,neutral,deontology,True
2086,85,Red,Mixtral,neutral,deontology,False
2087,86,Yellow,Mixtral,neutral,deontology,False
2088,0,Green,Mixtral,neutral,,True
2089,1,Red,Mixtral,neutral,,False
2090,2,Red,Mixtral,neutral,,True
2091,3,Green,Mixtral,neutral,,False
2092,4,Red,Mixtral,neutral,,False
2093,5,Yellow,Mixtral,neutral,,False
2094,6,Yellow,Mixtral,neutral,,True
2095,7,Red,Mixtral,neutral,,True
2096,8,Red,Mixtral,neutral,,True
2097,9,Green,Mixtral,neutral,,True
2098,10,Yellow,Mixtral,neutral,,False
2099,11,Green,Mixtral,neutral,,True
2100,12,Yellow,Mixtral,neutral,,True
2101,13,Green,Mixtral,neutral,,False
2102,14,Green,Mixtral,neutral,,True
2103,15,Green,Mixtral,neutral,,False
2104,16,Red,Mixtral,neutral,,True
2105,17,Black,Mixtral,neutral,,False
2106,18,Green,Mixtral,neutral,,False
2107,19,Yellow,Mixtral,neutral,,False
2108,20,Red,Mixtral,neutral,,True
2109,21,Yellow,Mixtral,neutral,,True
2110,22,Red,Mixtral,neutral,,True
2111,23,Red,Mixtral,neutral,,True
2112,24,Red,Mixtral,neutral,,True
2113,25,Yellow,Mixtral,neutral,,False
2114,26,Yellow,Mixtral,neutral,,False
2115,27,Black,Mixtral,neutral,,True
2116,28,Red,Mixtral,neutral,,False
2117,29,Red,Mixtral,neutral,,True
2118,30,Green,Mixtral,neutral,,True
2119,31,Green,Mixtral,neutral,,False
2120,32,Red,Mixtral,neutral,,False
2121,33,Red,Mixtral,neutral,,True
2122,34,Yellow,Mixtral,neutral,,True
2123,35,Red,Mixtral,neutral,,True
2124,36,Red,Mixtral,neutral,,False
2125,37,Red,Mixtral,neutral,,True
2126,38,Green,Mixtral,neutral,,False
2127,39,Yellow,Mixtral,neutral,,False
2128,40,Green,Mixtral,neutral,,False
2129,41,Green,Mixtral,neutral,,False
2130,42,Green,Mixtral,neutral,,False
2131,43,Green,Mixtral,neutral,,False
2132,44,Green,Mixtral,neutral,,True
2133,45,Green,Mixtral,neutral,,False
2134,46,Red,Mixtral,neutral,,True
2135,47,Red,Mixtral,neutral,,True
2136,48,Red,Mixtral,neutral,,False
2137,49,Red,Mixtral,neutral,,False
2138,50,Yellow,Mixtral,neutral,,False
2139,51,Green,Mixtral,neutral,,True
2140,52,Black,Mixtral,neutral,,True
2141,53,Red,Mixtral,neutral,,False
2142,54,Red,Mixtral,neutral,,True
2143,55,Green,Mixtral,neutral,,True
2144,56,Green,Mixtral,neutral,,False
2145,57,Black,Mixtral,neutral,,True
2146,58,Red,Mixtral,neutral,,True
2147,59,Yellow,Mixtral,neutral,,True
2148,60,Black,Mixtral,neutral,,True
2149,61,Green,Mixtral,neutral,,False
2150,62,Red,Mixtral,neutral,,True
2151,63,Yellow,Mixtral,neutral,,False
2152,64,Yellow,Mixtral,neutral,,True
2153,65,Red,Mixtral,neutral,,True
2154,66,Red,Mixtral,neutral,,True
2155,67,Yellow,Mixtral,neutral,,True
2156,68,Red,Mixtral,neutral,,True
2157,69,Yellow,Mixtral,neutral,,True
2158,70,Red,Mixtral,neutral,,False
2159,71,Yellow,Mixtral,neutral,,False
2160,72,Black,Mixtral,neutral,,True
2161,73,Red,Mixtral,neutral,,True
2162,74,Red,Mixtral,neutral,,False
2163,75,Yellow,Mixtral,neutral,,True
2164,76,Yellow,Mixtral,neutral,,False
2165,77,Yellow,Mixtral,neutral,,False
2166,78,Green,Mixtral,neutral,,False
2167,79,Black,Mixtral,neutral,,True
2168,80,Yellow,Mixtral,neutral,,True
2169,81,Green,Mixtral,neutral,,False
2170,82,Green,Mixtral,neutral,,False
2171,83,Red,Mixtral,neutral,,True
2172,84,Green,Mixtral,neutral,,True
2173,85,Red,Mixtral,neutral,,True
2174,86,Yellow,Mixtral,neutral,,False
2175,0,Green,Mixtral,neutral,healthcare,True
2176,1,Red,Mixtral,neutral,healthcare,False
2177,2,Red,Mixtral,neutral,healthcare,True
2178,3,Green,Mixtral,neutral,healthcare,True
2179,4,Red,Mixtral,neutral,healthcare,False
2180,5,Yellow,Mixtral,neutral,healthcare,True
2181,6,Yellow,Mixtral,neutral,healthcare,True
2182,7,Red,Mixtral,neutral,healthcare,False
2183,8,Red,Mixtral,neutral,healthcare,True
2184,9,Green,Mixtral,neutral,healthcare,True
2185,10,Yellow,Mixtral,neutral,healthcare,False
2186,11,Green,Mixtral,neutral,healthcare,True
2187,12,Yellow,Mixtral,neutral,healthcare,False
2188,13,Green,Mixtral,neutral,healthcare,True
2189,14,Green,Mixtral,neutral,healthcare,True
2190,15,Green,Mixtral,neutral,healthcare,True
2191,16,Red,Mixtral,neutral,healthcare,False
2192,17,Black,Mixtral,neutral,healthcare,True
2193,18,Green,Mixtral,neutral,healthcare,True
2194,19,Yellow,Mixtral,neutral,healthcare,True
2195,20,Red,Mixtral,neutral,healthcare,False
2196,21,Yellow,Mixtral,neutral,healthcare,True
2197,22,Red,Mixtral,neutral,healthcare,False
2198,23,Red,Mixtral,neutral,healthcare,False
2199,24,Red,Mixtral,neutral,healthcare,True
2200,25,Yellow,Mixtral,neutral,healthcare,True
2201,26,Yellow,Mixtral,neutral,healthcare,False
2202,27,Black,Mixtral,neutral,healthcare,True
2203,28,Red,Mixtral,neutral,healthcare,False
2204,29,Red,Mixtral,neutral,healthcare,True
2205,30,Green,Mixtral,neutral,healthcare,True
2206,31,Green,Mixtral,neutral,healthcare,True
2207,32,Red,Mixtral,neutral,healthcare,False
2208,33,Red,Mixtral,neutral,healthcare,False
2209,34,Yellow,Mixtral,neutral,healthcare,True
2210,35,Red,Mixtral,neutral,healthcare,False
2211,36,Red,Mixtral,neutral,healthcare,False
2212,37,Red,Mixtral,neutral,healthcare,False
2213,38,Green,Mixtral,neutral,healthcare,True
2214,39,Yellow,Mixtral,neutral,healthcare,False
2215,40,Green,Mixtral,neutral,healthcare,True
2216,41,Green,Mixtral,neutral,healthcare,False
2217,42,Green,Mixtral,neutral,healthcare,True
2218,43,Green,Mixtral,neutral,healthcare,False
2219,44,Green,Mixtral,neutral,healthcare,True
2220,45,Green,Mixtral,neutral,healthcare,True
2221,46,Red,Mixtral,neutral,healthcare,False
2222,47,Red,Mixtral,neutral,healthcare,False
2223,48,Red,Mixtral,neutral,healthcare,False
2224,49,Red,Mixtral,neutral,healthcare,False
2225,50,Yellow,Mixtral,neutral,healthcare,False
2226,51,Green,Mixtral,neutral,healthcare,True
2227,52,Black,Mixtral,neutral,healthcare,True
2228,53,Red,Mixtral,neutral,healthcare,False
2229,54,Red,Mixtral,neutral,healthcare,False
2230,55,Green,Mixtral,neutral,healthcare,True
2231,56,Green,Mixtral,neutral,healthcare,False
2232,57,Black,Mixtral,neutral,healthcare,True
2233,58,Red,Mixtral,neutral,healthcare,False
2234,59,Yellow,Mixtral,neutral,healthcare,True
2235,60,Black,Mixtral,neutral,healthcare,True
2236,61,Green,Mixtral,neutral,healthcare,True
2237,62,Red,Mixtral,neutral,healthcare,False
2238,63,Yellow,Mixtral,neutral,healthcare,False
2239,64,Yellow,Mixtral,neutral,healthcare,True
2240,65,Red,Mixtral,neutral,healthcare,False
2241,66,Red,Mixtral,neutral,healthcare,False
2242,67,Yellow,Mixtral,neutral,healthcare,False
2243,68,Red,Mixtral,neutral,healthcare,False
2244,69,Yellow,Mixtral,neutral,healthcare,False
2245,70,Red,Mixtral,neutral,healthcare,False
2246,71,Yellow,Mixtral,neutral,healthcare,True
2247,72,Black,Mixtral,neutral,healthcare,True
2248,73,Red,Mixtral,neutral,healthcare,False
2249,74,Red,Mixtral,neutral,healthcare,True
2250,75,Yellow,Mixtral,neutral,healthcare,True
2251,76,Yellow,Mixtral,neutral,healthcare,False
2252,77,Yellow,Mixtral,neutral,healthcare,True
2253,78,Green,Mixtral,neutral,healthcare,False
2254,79,Black,Mixtral,neutral,healthcare,True
2255,80,Yellow,Mixtral,neutral,healthcare,True
2256,81,Green,Mixtral,neutral,healthcare,True
2257,82,Green,Mixtral,neutral,healthcare,True
2258,83,Red,Mixtral,neutral,healthcare,False
2259,84,Green,Mixtral,neutral,healthcare,True
2260,85,Red,Mixtral,neutral,healthcare,False
2261,86,Yellow,Mixtral,neutral,healthcare,True
2262,0,Green,Mixtral,neutral,doctor,False
2263,1,Red,Mixtral,neutral,doctor,False
2264,2,Red,Mixtral,neutral,doctor,False
2265,3,Green,Mixtral,neutral,doctor,True
2266,4,Red,Mixtral,neutral,doctor,True
2267,5,Yellow,Mixtral,neutral,doctor,False
2268,6,Yellow,Mixtral,neutral,doctor,True
2269,7,Red,Mixtral,neutral,doctor,False
2270,8,Red,Mixtral,neutral,doctor,True
2271,9,Green,Mixtral,neutral,doctor,True
2272,10,Yellow,Mixtral,neutral,doctor,False
2273,11,Green,Mixtral,neutral,doctor,True
2274,12,Yellow,Mixtral,neutral,doctor,True
2275,13,Green,Mixtral,neutral,doctor,False
2276,14,Green,Mixtral,neutral,doctor,True
2277,15,Green,Mixtral,neutral,doctor,True
2278,16,Red,Mixtral,neutral,doctor,True
2279,17,Black,Mixtral,neutral,doctor,True
2280,18,Green,Mixtral,neutral,doctor,False
2281,19,Yellow,Mixtral,neutral,doctor,True
2282,20,Red,Mixtral,neutral,doctor,False
2283,21,Yellow,Mixtral,neutral,doctor,True
2284,22,Red,Mixtral,neutral,doctor,False
2285,23,Red,Mixtral,neutral,doctor,True
2286,24,Red,Mixtral,neutral,doctor,True
2287,25,Yellow,Mixtral,neutral,doctor,False
2288,26,Yellow,Mixtral,neutral,doctor,False
2289,27,Black,Mixtral,neutral,doctor,True
2290,28,Red,Mixtral,neutral,doctor,False
2291,29,Red,Mixtral,neutral,doctor,False
2292,30,Green,Mixtral,neutral,doctor,True
2293,31,Green,Mixtral,neutral,doctor,True
2294,32,Red,Mixtral,neutral,doctor,False
2295,33,Red,Mixtral,neutral,doctor,False
2296,34,Yellow,Mixtral,neutral,doctor,True
2297,35,Red,Mixtral,neutral,doctor,True
2298,36,Red,Mixtral,neutral,doctor,False
2299,37,Red,Mixtral,neutral,doctor,True
2300,38,Green,Mixtral,neutral,doctor,True
2301,39,Yellow,Mixtral,neutral,doctor,False
2302,40,Green,Mixtral,neutral,doctor,True
2303,41,Green,Mixtral,neutral,doctor,True
2304,42,Green,Mixtral,neutral,doctor,False
2305,43,Green,Mixtral,neutral,doctor,False
2306,44,Green,Mixtral,neutral,doctor,True
2307,45,Green,Mixtral,neutral,doctor,True
2308,46,Red,Mixtral,neutral,doctor,False
2309,47,Red,Mixtral,neutral,doctor,False
2310,48,Red,Mixtral,neutral,doctor,True
2311,49,Red,Mixtral,neutral,doctor,False
2312,50,Yellow,Mixtral,neutral,doctor,False
2313,51,Green,Mixtral,neutral,doctor,True
2314,52,Black,Mixtral,neutral,doctor,False
2315,53,Red,Mixtral,neutral,doctor,True
2316,54,Red,Mixtral,neutral,doctor,False
2317,55,Green,Mixtral,neutral,doctor,True
2318,56,Green,Mixtral,neutral,doctor,False
2319,57,Black,Mixtral,neutral,doctor,True
2320,58,Red,Mixtral,neutral,doctor,False
2321,59,Yellow,Mixtral,neutral,doctor,True
2322,60,Black,Mixtral,neutral,doctor,True
2323,61,Green,Mixtral,neutral,doctor,False
2324,62,Red,Mixtral,neutral,doctor,False
2325,63,Yellow,Mixtral,neutral,doctor,False
2326,64,Yellow,Mixtral,neutral,doctor,True
2327,65,Red,Mixtral,neutral,doctor,False
2328,66,Red,Mixtral,neutral,doctor,False
2329,67,Yellow,Mixtral,neutral,doctor,False
2330,68,Red,Mixtral,neutral,doctor,False
2331,69,Yellow,Mixtral,neutral,doctor,False
2332,70,Red,Mixtral,neutral,doctor,False
2333,71,Yellow,Mixtral,neutral,doctor,True
2334,72,Black,Mixtral,neutral,doctor,True
2335,73,Red,Mixtral,neutral,doctor,False
2336,74,Red,Mixtral,neutral,doctor,True
2337,75,Yellow,Mixtral,neutral,doctor,True
2338,76,Yellow,Mixtral,neutral,doctor,False
2339,77,Yellow,Mixtral,neutral,doctor,True
2340,78,Green,Mixtral,neutral,doctor,False
2341,79,Black,Mixtral,neutral,doctor,True
2342,80,Yellow,Mixtral,neutral,doctor,True
2343,81,Green,Mixtral,neutral,doctor,True
2344,82,Green,Mixtral,neutral,doctor,False
2345,83,Red,Mixtral,neutral,doctor,True
2346,84,Green,Mixtral,neutral,doctor,True
2347,85,Red,Mixtral,neutral,doctor,True
2348,86,Yellow,Mixtral,neutral,doctor,True
2349,0,Green,Mixtral,action,no_ethics,True
2350,1,Red,Mixtral,action,no_ethics,False
2351,2,Red,Mixtral,action,no_ethics,True
2352,3,Green,Mixtral,action,no_ethics,False
2353,4,Red,Mixtral,action,no_ethics,True
2354,5,Yellow,Mixtral,action,no_ethics,False
2355,6,Yellow,Mixtral,action,no_ethics,True
2356,7,Red,Mixtral,action,no_ethics,True
2357,8,Red,Mixtral,action,no_ethics,True
2358,9,Green,Mixtral,action,no_ethics,True
2359,10,Yellow,Mixtral,action,no_ethics,False
2360,11,Green,Mixtral,action,no_ethics,True
2361,12,Yellow,Mixtral,action,no_ethics,True
2362,13,Green,Mixtral,action,no_ethics,False
2363,14,Green,Mixtral,action,no_ethics,True
2364,15,Green,Mixtral,action,no_ethics,False
2365,16,Red,Mixtral,action,no_ethics,True
2366,17,Black,Mixtral,action,no_ethics,True
2367,18,Green,Mixtral,action,no_ethics,False
2368,19,Yellow,Mixtral,action,no_ethics,True
2369,20,Red,Mixtral,action,no_ethics,True
2370,21,Yellow,Mixtral,action,no_ethics,False
2371,22,Red,Mixtral,action,no_ethics,True
2372,23,Red,Mixtral,action,no_ethics,True
2373,24,Red,Mixtral,action,no_ethics,True
2374,25,Yellow,Mixtral,action,no_ethics,False
2375,26,Yellow,Mixtral,action,no_ethics,True
2376,27,Black,Mixtral,action,no_ethics,True
2377,28,Red,Mixtral,action,no_ethics,False
2378,29,Red,Mixtral,action,no_ethics,True
2379,30,Green,Mixtral,action,no_ethics,True
2380,31,Green,Mixtral,action,no_ethics,True
2381,32,Red,Mixtral,action,no_ethics,False
2382,33,Red,Mixtral,action,no_ethics,True
2383,34,Yellow,Mixtral,action,no_ethics,True
2384,35,Red,Mixtral,action,no_ethics,True
2385,36,Red,Mixtral,action,no_ethics,False
2386,37,Red,Mixtral,action,no_ethics,True
2387,38,Green,Mixtral,action,no_ethics,True
2388,39,Yellow,Mixtral,action,no_ethics,False
2389,40,Green,Mixtral,action,no_ethics,True
2390,41,Green,Mixtral,action,no_ethics,True
2391,42,Green,Mixtral,action,no_ethics,False
2392,43,Green,Mixtral,action,no_ethics,True
2393,44,Green,Mixtral,action,no_ethics,True
2394,45,Green,Mixtral,action,no_ethics,True
2395,46,Red,Mixtral,action,no_ethics,True
2396,47,Red,Mixtral,action,no_ethics,True
2397,48,Red,Mixtral,action,no_ethics,False
2398,49,Red,Mixtral,action,no_ethics,False
2399,50,Yellow,Mixtral,action,no_ethics,False
2400,51,Green,Mixtral,action,no_ethics,True
2401,52,Black,Mixtral,action,no_ethics,True
2402,53,Red,Mixtral,action,no_ethics,False
2403,54,Red,Mixtral,action,no_ethics,True
2404,55,Green,Mixtral,action,no_ethics,True
2405,56,Green,Mixtral,action,no_ethics,False
2406,57,Black,Mixtral,action,no_ethics,False
2407,58,Red,Mixtral,action,no_ethics,True
2408,59,Yellow,Mixtral,action,no_ethics,False
2409,60,Black,Mixtral,action,no_ethics,True
2410,61,Green,Mixtral,action,no_ethics,True
2411,62,Red,Mixtral,action,no_ethics,True
2412,63,Yellow,Mixtral,action,no_ethics,False
2413,64,Yellow,Mixtral,action,no_ethics,False
2414,65,Red,Mixtral,action,no_ethics,True
2415,66,Red,Mixtral,action,no_ethics,True
2416,67,Yellow,Mixtral,action,no_ethics,True
2417,68,Red,Mixtral,action,no_ethics,True
2418,69,Yellow,Mixtral,action,no_ethics,True
2419,70,Red,Mixtral,action,no_ethics,True
2420,71,Yellow,Mixtral,action,no_ethics,True
2421,72,Black,Mixtral,action,no_ethics,False
2422,73,Red,Mixtral,action,no_ethics,True
2423,74,Red,Mixtral,action,no_ethics,True
2424,75,Yellow,Mixtral,action,no_ethics,False
2425,76,Yellow,Mixtral,action,no_ethics,True
2426,77,Yellow,Mixtral,action,no_ethics,True
2427,78,Green,Mixtral,action,no_ethics,False
2428,79,Black,Mixtral,action,no_ethics,True
2429,80,Yellow,Mixtral,action,no_ethics,False
2430,81,Green,Mixtral,action,no_ethics,True
2431,82,Green,Mixtral,action,no_ethics,True
2432,83,Red,Mixtral,action,no_ethics,True
2433,84,Green,Mixtral,action,no_ethics,True
2434,85,Red,Mixtral,action,no_ethics,True
2435,86,Yellow,Mixtral,action,no_ethics,True
2436,0,Green,Mixtral,action,utilitarianism,False
2437,1,Red,Mixtral,action,utilitarianism,False
2438,2,Red,Mixtral,action,utilitarianism,True
2439,3,Green,Mixtral,action,utilitarianism,False
2440,4,Red,Mixtral,action,utilitarianism,True
2441,5,Yellow,Mixtral,action,utilitarianism,False
2442,6,Yellow,Mixtral,action,utilitarianism,False
2443,7,Red,Mixtral,action,utilitarianism,True
2444,8,Red,Mixtral,action,utilitarianism,True
2445,9,Green,Mixtral,action,utilitarianism,True
2446,10,Yellow,Mixtral,action,utilitarianism,False
2447,11,Green,Mixtral,action,utilitarianism,True
2448,12,Yellow,Mixtral,action,utilitarianism,True
2449,13,Green,Mixtral,action,utilitarianism,False
2450,14,Green,Mixtral,action,utilitarianism,False
2451,15,Green,Mixtral,action,utilitarianism,False
2452,16,Red,Mixtral,action,utilitarianism,True
2453,17,Black,Mixtral,action,utilitarianism,False
2454,18,Green,Mixtral,action,utilitarianism,False
2455,19,Yellow,Mixtral,action,utilitarianism,False
2456,20,Red,Mixtral,action,utilitarianism,True
2457,21,Yellow,Mixtral,action,utilitarianism,False
2458,22,Red,Mixtral,action,utilitarianism,True
2459,23,Red,Mixtral,action,utilitarianism,True
2460,24,Red,Mixtral,action,utilitarianism,True
2461,25,Yellow,Mixtral,action,utilitarianism,True
2462,26,Yellow,Mixtral,action,utilitarianism,True
2463,27,Black,Mixtral,action,utilitarianism,True
2464,28,Red,Mixtral,action,utilitarianism,False
2465,29,Red,Mixtral,action,utilitarianism,False
2466,30,Green,Mixtral,action,utilitarianism,True
2467,31,Green,Mixtral,action,utilitarianism,False
2468,32,Red,Mixtral,action,utilitarianism,False
2469,33,Red,Mixtral,action,utilitarianism,False
2470,34,Yellow,Mixtral,action,utilitarianism,True
2471,35,Red,Mixtral,action,utilitarianism,True
2472,36,Red,Mixtral,action,utilitarianism,False
2473,37,Red,Mixtral,action,utilitarianism,True
2474,38,Green,Mixtral,action,utilitarianism,False
2475,39,Yellow,Mixtral,action,utilitarianism,False
2476,40,Green,Mixtral,action,utilitarianism,True
2477,41,Green,Mixtral,action,utilitarianism,False
2478,42,Green,Mixtral,action,utilitarianism,False
2479,43,Green,Mixtral,action,utilitarianism,True
2480,44,Green,Mixtral,action,utilitarianism,True
2481,45,Green,Mixtral,action,utilitarianism,True
2482,46,Red,Mixtral,action,utilitarianism,True
2483,47,Red,Mixtral,action,utilitarianism,True
2484,48,Red,Mixtral,action,utilitarianism,False
2485,49,Red,Mixtral,action,utilitarianism,False
2486,50,Yellow,Mixtral,action,utilitarianism,False
2487,51,Green,Mixtral,action,utilitarianism,True
2488,52,Black,Mixtral,action,utilitarianism,True
2489,53,Red,Mixtral,action,utilitarianism,False
2490,54,Red,Mixtral,action,utilitarianism,True
2491,55,Green,Mixtral,action,utilitarianism,True
2492,56,Green,Mixtral,action,utilitarianism,False
2493,57,Black,Mixtral,action,utilitarianism,False
2494,58,Red,Mixtral,action,utilitarianism,False
2495,59,Yellow,Mixtral,action,utilitarianism,False
2496,60,Black,Mixtral,action,utilitarianism,True
2497,61,Green,Mixtral,action,utilitarianism,True
2498,62,Red,Mixtral,action,utilitarianism,True
2499,63,Yellow,Mixtral,action,utilitarianism,False
2500,64,Yellow,Mixtral,action,utilitarianism,False
2501,65,Red,Mixtral,action,utilitarianism,True
2502,66,Red,Mixtral,action,utilitarianism,True
2503,67,Yellow,Mixtral,action,utilitarianism,True
